name	grbc_code	fks_code	fkr_subcode	csr_code	kvr_code	year2012	year2013	year2014
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	02	4218601	100	31,2	31,2	31,2
ђасходы на выплаты персоналу казенных учреждений	188	07	02	4218601	110	31,2	31,2	31,2
€ные выплаты персоналу, за исключением фонда оплаты труда	188	07	02	4218601	112	31,2	31,2	31,2
Ћбеспечение деЯтельности (оказание услуг) подведомственных учреждений	188	07	02	4219900		21К981,1	15К032,9	15К027,3
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	02	4219900	100	20К635,3	13К680,2	13К680,2
ђасходы на выплаты персоналу казенных учреждений	188	07	02	4219900	110	20К635,3	13К680,2	13К680,2
”онд оплаты труда и страховые взносы	188	07	02	4219900	111	18К706,2	12К271,7	12К271,7
€ные выплаты персоналу, за исключением фонда оплаты труда	188	07	02	4219900	112	1К929,1	1К408,5	1К408,5
‡акупка товаров, работ и услуг длЯ государственных нужд	188	07	02	4219900	200	1К343,6	1К352,7	1К347,1
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	07	02	4219900	240	1К343,6	1К352,7	1К347,1
‡акупка товаров, работ, услуг в сфере информационно-коммуникационных технологий	188	07	02	4219900	242	62,0	45,0	45,0
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	07	02	4219900	244	1К281,6	1К307,7	1К302,1
€ные бюджетные ассигнованиЯ	188	07	02	4219900	800	2,2		
“плата налогов, сборов и иных платежей	188	07	02	4219900	850	2,2		
“плата прочих налогов, сборов и иных платежей	188	07	02	4219900	852	2,2		
‘реднее профессиональное образование	188	07	04			780К841,1	802К239,6	808К645,6
‘редние специальные учебные заведениЯ	188	07	04	4270000		773К649,6	796К409,6	802К805,9
‚ыплата единовременного (выходного) пособиЯ при увольнении военнослужащих и сотрудников правоохранительных органов	188	07	04	4278700		3К632,2	3К632,2	3К632,2
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	4278700	100	3К632,2	3К632,2	3К632,2
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	4278700	130	3К632,2	3К632,2	3К632,2
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	04	4278700	133	3К632,2	3К632,2	3К632,2
…жемесЯчнаЯ денежнаЯ компенсациЯ за наем (поднаем) жилых помещений	188	07	04	4278800		3К483,2	2К069,2	2К069,2
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	4278800	100	3К483,2	2К069,2	2К069,2
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	4278800	130	3К483,2	2К069,2	2К069,2
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	04	4278800	134	3К483,2	2К069,2	2К069,2
Ћбеспечение деЯтельности (оказание услуг) подведомственных учреждений	188	07	04	4279900		766К534,2	790К708,2	797К104,5
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	4279900	100	458К808,7	477К267,1	477К795,9
ђасходы на выплаты персоналу казенных учреждений	188	07	04	4279900	110	97К783,2	101К768,2	101К768,2
”онд оплаты труда и страховые взносы	188	07	04	4279900	111	97К266,1	100К671,1	100К671,1
€ные выплаты персоналу, за исключением фонда оплаты труда	188	07	04	4279900	112	517,1	1К097,1	1К097,1
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	4279900	130	361К025,5	375К498,9	376К027,7
„енежное довольствие военнослужащих и приравненных к ним лиц	188	07	04	4279900	131	343К243,4	356К379,6	356К379,6
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	04	4279900	134	17К782,1	19К119,3	19К648,1
‡акупка товаров, работ и услуг длЯ государственных нужд	188	07	04	4279900	200	306К391,4	312К107,0	317К974,5
‡акупка товаров, работ и услуг длЯ обеспечениЯ специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечениЯ органов в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	4279900	220	90К147,7	92К432,9	95К399,6
Ћбеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа	188	07	04	4279900	222	10К802,2	10К052,2	10К052,2
Џродовольственное обеспечение в рамках государственного оборонного заказа	188	07	04	4279900	223	64К085,7	66К510,4	68К835,9
‚ещевое обеспечение в рамках государственного оборонного заказа	188	07	04	4279900	225	15К154,9	15К823,4	16К464,6
‚ещевое обеспечение вне рамок государственного оборонного заказа	188	07	04	4279900	226	104,9	46,9	46,9
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	07	04	4279900	240	216К243,7	219К674,1	222К574,9
‡акупка товаров, работ, услуг в сфере информационно-коммуникационных технологий	188	07	04	4279900	242	7К057,5		
‡акупка товаров, работ, услуг в целЯх капитального ремонта государственного имущества	188	07	04	4279900	243	45К484,3	25К484,3	35К484,3
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	07	04	4279900	244	163К701,9	194К189,8	187К090,6
€ные бюджетные ассигнованиЯ	188	07	04	4279900	800	1К334,1	1К334,1	1К334,1
€сполнение судебных актов	188	07	04	4279900	830	260,0	260,0	260,0
€сполнение судебных актов ђоссийской ”едерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействиЯ) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деЯтельности казенных учреждений	188	07	04	4279900	831	260,0	260,0	260,0
“плата налогов, сборов и иных платежей	188	07	04	4279900	850	1К074,1	1К074,1	1К074,1
“плата прочих налогов, сборов и иных платежей	188	07	04	4279900	852	1К074,1	1К074,1	1К074,1
‘оциальнаЯ помощь	188	07	04	5050000		7К191,5	5К830,0	5К839,7
"”едеральный закон от 19 маЯ 1995 года Ь 81-”‡ ""Ћ государственных пособиЯх гражданам, имеющим детей"""	188	07	04	5050500		6К059,0	5К830,0	5К839,7
Џособие по беременности и родам	188	07	04	5050510		3К557,2	3К557,2	3К557,2
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	5050510	100	3К557,2	3К557,2	3К557,2
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	5050510	130	3К557,2	3К557,2	3К557,2
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	04	5050510	133	3К557,2	3К557,2	3К557,2
…диновременное пособие женщинам, вставшим на учет в медицинских учреждениЯх в ранние сроки беременности	188	07	04	5050511		1,8	1,8	1,9
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	5050511	100	1,8	1,8	1,9
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	5050511	130	1,8	1,8	1,9
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	04	5050511	134	1,8	1,8	1,9
…диновременное пособие при рождении ребенка	188	07	04	5050512		420,0	191,0	200,6
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	5050512	100	420,0	191,0	200,6
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	5050512	130	420,0	191,0	200,6
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	04	5050512	134	420,0	191,0	200,6
…жемесЯчное пособие по уходу за ребенком	188	07	04	5050513		2К080,0	2К080,0	2К080,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	5050513	100	2К080,0	2К080,0	2К080,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	04	5050513	130	2К080,0	2К080,0	2К080,0
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	04	5050513	133	2К080,0	2К080,0	2К080,0
"‡акон ђоссийской ”едерации от 19 февралЯ 1993 года Ь 4520-I ""Ћ государственных гарантиЯх и компенсациЯх длЯ лиц, работающих и проживающих в районах Љрайнего ‘евера и приравненных к ним местностЯх"""	188	07	04	5051000		500,0		
ЉомпенсациЯ расходов на оплату стоимости проезда и провоза багажа к месту использованиЯ отпуска и обратно лицам, работающим в организациЯх, финансируемых из федерального бюджета, расположенных в районах Љрайнего ‘евера и приравненных к ним местностЯх	188	07	04	5051002		500,0		
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	04	5051002	100	500,0		
ђасходы на выплаты персоналу казенных учреждений	188	07	04	5051002	110	500,0		
€ные выплаты персоналу, за исключением фонда оплаты труда	188	07	04	5051002	112	500,0		
"”едеральный закон от 21 декабрЯ 1996 года Ь 159-”‡ ""Ћ дополнительных гарантиЯх по социальной поддержке детей-сирот и детей, оставшихсЯ без попечениЯ родителей"""	188	07	04	5052100		632,5		
‘оциальное обеспечение детей-сирот и детей, оставшихсЯ без попечениЯ родителей, лиц из числа детей-сирот и детей, оставшихсЯ без попечениЯ родителей, обучающихсЯ в государственных образовательных учреждениЯх начального, среднего профессионального образованиЯ и высшего профессионального образованиЯ	188	07	04	5052103		632,5		
‘оциальное обеспечение и иные выплаты населению	188	07	04	5052103	300	632,5		
‘оциальные выплаты гражданам, кроме публичных нормативных социальных выплат	188	07	04	5052103	320	632,5		
ЏособиЯ и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обЯзательств	188	07	04	5052103	321	632,5		
ЏрофессиональнаЯ подготовка, переподготовка и повышение квалификации	188	07	05			971К151,7	1К188К322,8	1К192К976,6
€нституты повышениЯ квалификации	188	07	05	4280000		966К326,1	1К185К172,2	1К189К819,4
ѓосударственный заказ на профессиональную переподготовку и повышение квалификации государственных служащих	188	07	05	4280100		113,5		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	07	05	4280100	200	113,5		
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	07	05	4280100	240	113,5		
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	07	05	4280100	244	113,5		
‚ыплата единовременного (выходного) пособиЯ при увольнении военнослужащих и сотрудников правоохранительных органов	188	07	05	4288700		3К924,8	1К574,8	1К574,8
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	05	4288700	100	3К924,8	1К574,8	1К574,8
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	4288700	130	3К924,8	1К574,8	1К574,8
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	05	4288700	133	3К924,8	1К574,8	1К574,8
…жемесЯчнаЯ денежнаЯ компенсациЯ за наем (поднаем) жилых помещений	188	07	05	4288800		266,6	35,6	35,6
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	05	4288800	100	266,6	35,6	35,6
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	4288800	130	266,6	35,6	35,6
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	05	4288800	134	266,6	35,6	35,6
Ћбеспечение деЯтельности (оказание услуг) подведомственных учреждений	188	07	05	4289900		962К021,2	1К183К561,8	1К188К209,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	05	4289900	100	581К006,7	815К261,3	816К020,8
ђасходы на выплаты персоналу казенных учреждений	188	07	05	4289900	110	171К277,3	178К013,7	178К013,7
”онд оплаты труда и страховые взносы	188	07	05	4289900	111	170К360,0	176К764,8	176К764,8
€ные выплаты персоналу, за исключением фонда оплаты труда	188	07	05	4289900	112	917,3	1К248,9	1К248,9
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	4289900	130	409К729,4	637К247,6	638К007,1
„енежное довольствие военнослужащих и приравненных к ним лиц	188	07	05	4289900	131	367К408,4	594К344,0	594К344,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	05	4289900	134	42К321,0	42К903,6	43К663,1
‡акупка товаров, работ и услуг длЯ государственных нужд	188	07	05	4289900	200	378К741,0	366К027,0	369К914,7
‡акупка товаров, работ и услуг длЯ обеспечениЯ специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечениЯ органов в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	4289900	220	13К734,1	13К321,2	13К356,8
Ћбеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа	188	07	05	4289900	222	9К967,3	9К517,3	9К517,3
‚ещевое обеспечение в рамках государственного оборонного заказа	188	07	05	4289900	225	3К674,8	3К711,9	3К747,5
‚ещевое обеспечение вне рамок государственного оборонного заказа	188	07	05	4289900	226	92,0	92,0	92,0
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	07	05	4289900	240	365К006,9	352К705,8	356К557,9
‡акупка товаров, работ, услуг в сфере информационно-коммуникационных технологий	188	07	05	4289900	242	8К370,0		
‡акупка товаров, работ, услуг в целЯх капитального ремонта государственного имущества	188	07	05	4289900	243	74К202,7	74К202,7	74К202,7
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	07	05	4289900	244	282К434,2	278К503,1	282К355,2
€ные бюджетные ассигнованиЯ	188	07	05	4289900	800	2К273,5	2К273,5	2К273,5
€сполнение судебных актов	188	07	05	4289900	830	800,0	800,0	800,0
€сполнение судебных актов ђоссийской ”едерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействиЯ) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деЯтельности казенных учреждений	188	07	05	4289900	831	800,0	800,0	800,0
“плата налогов, сборов и иных платежей	188	07	05	4289900	850	1К473,5	1К473,5	1К473,5
“плата прочих налогов, сборов и иных платежей	188	07	05	4289900	852	1К473,5	1К473,5	1К473,5
‘оциальнаЯ помощь	188	07	05	5050000		4К825,6	3К150,6	3К157,2
"”едеральный закон от 19 маЯ 1995 года Ь 81-”‡ ""Ћ государственных пособиЯх гражданам, имеющим детей"""	188	07	05	5050500		4К825,6	3К150,6	3К157,2
Џособие по беременности и родам	188	07	05	5050510		1К492,6	1К492,6	1К492,6
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	05	5050510	100	1К492,6	1К492,6	1К492,6
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	5050510	130	1К492,6	1К492,6	1К492,6
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	05	5050510	133	1К492,6	1К492,6	1К492,6
…диновременное пособие женщинам, вставшим на учет в медицинских учреждениЯх в ранние сроки беременности	188	07	05	5050511		4,9	4,9	5,1
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	05	5050511	100	4,9	4,9	5,1
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	5050511	130	4,9	4,9	5,1
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	05	5050511	134	4,9	4,9	5,1
…диновременное пособие при рождении ребенка	188	07	05	5050512		128,1	128,1	134,5
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	05	5050512	100	128,1	128,1	134,5
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	5050512	130	128,1	128,1	134,5
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	05	5050512	134	128,1	128,1	134,5
…жемесЯчное пособие по уходу за ребенком	188	07	05	5050513		3К200,0	1К525,0	1К525,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	05	5050513	100	3К200,0	1К525,0	1К525,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	05	5050513	130	3К200,0	1К525,0	1К525,0
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	05	5050513	133	3К200,0	1К525,0	1К525,0
‚ысшее и послевузовское профессиональное образование	188	07	06			24К647К726,3	24К906К184,2	25К054К484,4
Ѓюджетные инвестиции в объекты капитального строительства, не включенные в целевые программы	188	07	06	1020000		1К264К146,8	526К004,0	526К004,0
‘троительство специальных и военных объектов	188	07	06	1020300		1К264К146,8	526К004,0	526К004,0
Ѓюджетные инвестиции	188	07	06	1020300	400	1К264К146,8	526К004,0	526К004,0
Ѓюджетные инвестиции в объекты государственной собственности федеральным государственным учреждениЯм	188	07	06	1020300	410	1К264К146,8	526К004,0	526К004,0
Ѓюджетные инвестиции в объекты государственной собственности казенным учреждениЯм в рамках государственного оборонного заказа	188	07	06	1020300	412	1К264К146,8	526К004,0	526К004,0
‚ысшие учебные заведениЯ	188	07	06	4300000		23К240К168,6	24К236К324,7	24К384К074,9
‚ыплата денежных средств военнослужащим, сотрудникам федеральных органов исполнительной власти длЯ оплаты стоимости путевок длЯ их детей в организации отдыха и оздоровлениЯ детей, открытые в установленном порЯдке на территории ђоссийской ”едерации	188	07	06	4307000		37,8		
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4307000	100	37,8		
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4307000	130	37,8		
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	06	4307000	134	37,8		
‚озмещение учреждениЯм государственной и муниципальной систем здравоохранениЯ расходов на оказание медицинской помощи военнослужащим, гражданам, призванным на военные сборы, сотрудникам органов внутренних дел ђоссийской ”едерации, государственной противопожарной службы Њинистерства ђоссийской ”едерации по делам гражданской обороны, чрезвычайным ситуациЯм и ликвидации последствий стихийных бедствий, уголовно-исполнительной системы, таможенных органов и лицам начальствующего состава федеральной фельдъегерской свЯзи	188	07	06	4307100		2К606,1	2К606,1	2К606,1
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4307100	100	2К606,1	2К606,1	2К606,1
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4307100	130	2К606,1	2К606,1	2К606,1
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	06	4307100	134	2К606,1	2К606,1	2К606,1
Џособие на обзаведение имуществом первой необходимости	188	07	06	4307400		1К004,3		
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4307400	100	1К004,3		
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4307400	130	1К004,3		
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	06	4307400	133	1К004,3		
"‘оциальные выплаты, установленные ‡аконом ђоссийской ”едерации от 10 июлЯ 1992 года Ь 3266-I ""Ћб образовании"""	188	07	06	4308600		1К490,5	1К300,0	1К300,0
‚ыплата ежемесЯчной денежной компенсации педагогическим работникам федеральных государственных образовательных учреждений в целЯх содействиЯ их обеспечению книгоиздательской продукцией и периодическими изданиЯми	188	07	06	4308601		1К490,5	1К300,0	1К300,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4308601	100	1К490,5	1К300,0	1К300,0
ђасходы на выплаты персоналу казенных учреждений	188	07	06	4308601	110	370,1	500,0	500,0
€ные выплаты персоналу, за исключением фонда оплаты труда	188	07	06	4308601	112	370,1	500,0	500,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4308601	130	1К120,4	800,0	800,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	06	4308601	134	1К120,4	800,0	800,0
‚ыплата единовременного (выходного) пособиЯ при увольнении военнослужащих и сотрудников правоохранительных органов	188	07	06	4308700		145К820,0	147К405,8	147К405,8
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4308700	100	145К820,0	147К405,8	147К405,8
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4308700	130	145К820,0	147К405,8	147К405,8
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	06	4308700	133	145К820,0	147К405,8	147К405,8
…жемесЯчнаЯ денежнаЯ компенсациЯ за наем (поднаем) жилых помещений	188	07	06	4308800		87К134,0	73К004,0	71К004,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4308800	100	87К134,0	73К004,0	71К004,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4308800	130	87К134,0	73К004,0	71К004,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	06	4308800	134	87К134,0	73К004,0	71К004,0
Џредоставление путевок (пособий) на санаторно-курортное лечение и (или) денежной компенсации	188	07	06	4308900		27,0		
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4308900	100	27,0		
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4308900	130	27,0		
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	06	4308900	134	27,0		
Ћбеспечение деЯтельности (оказание услуг) подведомственных учреждений	188	07	06	4309900		23К002К048,9	24К012К008,8	24К161К759,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	4309900	100	18К484К922,3	19К691К549,9	19К702К110,7
ђасходы на выплаты персоналу казенных учреждений	188	07	06	4309900	110	2К233К623,7	2К385К019,9	2К388К019,9
”онд оплаты труда и страховые взносы	188	07	06	4309900	111	2К199К835,5	2К351К651,7	2К351К651,7
€ные выплаты персоналу, за исключением фонда оплаты труда	188	07	06	4309900	112	33К788,2	33К368,2	36К368,2
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4309900	130	16К251К298,6	17К306К530,0	17К314К090,8
„енежное довольствие военнослужащих и приравненных к ним лиц	188	07	06	4309900	131	15К852К048,2	16К844К806,2	16К844К806,2
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	07	06	4309900	133	119,6		
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	07	06	4309900	134	399К130,8	461К723,8	469К284,6
‡акупка товаров, работ и услуг длЯ государственных нужд	188	07	06	4309900	200	4К483К003,1	4К291К680,4	4К430К869,8
‡акупка товаров, работ и услуг длЯ обеспечениЯ специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечениЯ органов в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	4309900	220	1К123К478,9	1К187К739,6	1К236К464,6
Ћбеспечение специальным топливом и горюче-смазочными материалами в рамках государственного оборонного заказа	188	07	06	4309900	221	20К600,0	20К600,0	20К600,0
Ћбеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа	188	07	06	4309900	222	68К640,6	68К640,6	68К640,6
Џродовольственное обеспечение в рамках государственного оборонного заказа	188	07	06	4309900	223	666К206,7	703К948,1	740К145,5
Џродовольственное обеспечение вне рамок государственного оборонного заказа	188	07	06	4309900	224	6К780,0	7К537,9	8К264,8
‚ещевое обеспечение в рамках государственного оборонного заказа	188	07	06	4309900	225	330К235,8	356К303,8	371К919,0
‚ещевое обеспечение вне рамок государственного оборонного заказа	188	07	06	4309900	226	31К015,8	30К709,2	26К894,7
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	07	06	4309900	240	3К359К524,2	3К103К940,8	3К194К405,2
‡акупка товаров, работ, услуг в сфере информационно-коммуникационных технологий	188	07	06	4309900	242	123К580,0	13К090,8	13К090,8
‡акупка товаров, работ, услуг в целЯх капитального ремонта государственного имущества	188	07	06	4309900	243	585К358,4	481К858,4	501К858,4
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	07	06	4309900	244	2К650К585,8	2К608К991,6	2К679К456,0
‘оциальное обеспечение и иные выплаты населению	188	07	06	4309900	300	12К465,0	7К920,0	7К920,0
‘типендии	188	07	06	4309900	340	12К465,0	7К920,0	7К920,0
€ные бюджетные ассигнованиЯ	188	07	06	4309900	800	21К658,5	20К858,5	20К858,5
€сполнение судебных актов	188	07	06	4309900	830	2К600,0	2К500,0	2К500,0
€сполнение судебных актов ђоссийской ”едерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействиЯ) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деЯтельности казенных учреждений	188	07	06	4309900	831	2К600,0	2К500,0	2К500,0
“плата налогов, сборов и иных платежей	188	07	06	4309900	850	19К058,5	18К358,5	18К358,5
“плата налога на имущество организаций и земельного налога	188	07	06	4309900	851	500,0		
“плата прочих налогов, сборов и иных платежей	188	07	06	4309900	852	18К558,5	18К358,5	18К358,5
‘оциальнаЯ помощь	188	07	06	5050000		133К091,3	133К805,5	134К355,5
"”едеральный закон от 19 маЯ 1995 года Ь 81-”‡ ""Ћ государственных пособиЯх гражданам, имеющим детей"""	188	07	06	5050500		125К244,8	129К585,4	130К135,4
Џособие по беременности и родам	188	07	06	5050510		53К945,4	58К445,4	58К445,4
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	07	06	5050510	100	53К945,4	58К445,4	58К445,4
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	07	06	5050510	130	53К945,4	58К445,4	58К445,4
