name;grbc_code;fks_code;fkr_subcode;csr_code;kvr_code;year2012;year2013;year2014
Закупка товаров, работ, услуг в целях капитального ремонта государственного имущества;188;07;04;4279900;243;45 484,3;25 484,3;35 484,3
Прочая закупка товаров, работ и услуг для государственных нужд;188;07;04;4279900;244;163 701,9;194 189,8;187 090,6
Иные бюджетные ассигнования;188;07;04;4279900;800;1 334,1;1 334,1;1 334,1
Исполнение судебных актов;188;07;04;4279900;830;260,0;260,0;260,0
Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействия) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деятельности казенных учреждений;188;07;04;4279900;831;260,0;260,0;260,0
Уплата налогов, сборов и иных платежей;188;07;04;4279900;850;1 074,1;1 074,1;1 074,1
Уплата прочих налогов, сборов и иных платежей;188;07;04;4279900;852;1 074,1;1 074,1;1 074,1
Социальная помощь;188;07;04;5050000;;7 191,5;5 830,0;5 839,7
"Федеральный закон от 19 мая 1995 года № 81-ФЗ ""О государственных пособиях гражданам, имеющим детей""";188;07;04;5050500;;6 059,0;5 830,0;5 839,7
Пособие по беременности и родам;188;07;04;5050510;;3 557,2;3 557,2;3 557,2
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;04;5050510;100;3 557,2;3 557,2;3 557,2
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;04;5050510;130;3 557,2;3 557,2;3 557,2
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;04;5050510;133;3 557,2;3 557,2;3 557,2
Единовременное пособие женщинам, вставшим на учет в медицинских учреждениях в ранние сроки беременности;188;07;04;5050511;;1,8;1,8;1,9
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;04;5050511;100;1,8;1,8;1,9
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;04;5050511;130;1,8;1,8;1,9
Иные выплаты персоналу, за исключением денежного довольствия;188;07;04;5050511;134;1,8;1,8;1,9
Единовременное пособие при рождении ребенка;188;07;04;5050512;;420,0;191,0;200,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;04;5050512;100;420,0;191,0;200,6
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;04;5050512;130;420,0;191,0;200,6
Иные выплаты персоналу, за исключением денежного довольствия;188;07;04;5050512;134;420,0;191,0;200,6
Ежемесячное пособие по уходу за ребенком;188;07;04;5050513;;2 080,0;2 080,0;2 080,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;04;5050513;100;2 080,0;2 080,0;2 080,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;04;5050513;130;2 080,0;2 080,0;2 080,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;04;5050513;133;2 080,0;2 080,0;2 080,0
"Закон Российской Федерации от 19 февраля 1993 года № 4520-I ""О государственных гарантиях и компенсациях для лиц, работающих и проживающих в районах Крайнего Севера и приравненных к ним местностях""";188;07;04;5051000;;500,0;;
Компенсация расходов на оплату стоимости проезда и провоза багажа к месту использования отпуска и обратно лицам, работающим в организациях, финансируемых из федерального бюджета, расположенных в районах Крайнего Севера и приравненных к ним местностях;188;07;04;5051002;;500,0;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;04;5051002;100;500,0;;
Расходы на выплаты персоналу казенных учреждений;188;07;04;5051002;110;500,0;;
Иные выплаты персоналу, за исключением фонда оплаты труда;188;07;04;5051002;112;500,0;;
"Федеральный закон от 21 декабря 1996 года № 159-ФЗ ""О дополнительных гарантиях по социальной поддержке детей-сирот и детей, оставшихся без попечения родителей""";188;07;04;5052100;;632,5;;
Социальное обеспечение детей-сирот и детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей, обучающихся в государственных образовательных учреждениях начального, среднего профессионального образования и высшего профессионального образования;188;07;04;5052103;;632,5;;
Социальное обеспечение и иные выплаты населению;188;07;04;5052103;300;632,5;;
Социальные выплаты гражданам, кроме публичных нормативных социальных выплат;188;07;04;5052103;320;632,5;;
Пособия и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обязательств;188;07;04;5052103;321;632,5;;
Профессиональная подготовка, переподготовка и повышение квалификации;188;07;05;;;971 151,7;1 188 322,8;1 192 976,6
Институты повышения квалификации;188;07;05;4280000;;966 326,1;1 185 172,2;1 189 819,4
Государственный заказ на профессиональную переподготовку и повышение квалификации государственных служащих;188;07;05;4280100;;113,5;;
Закупка товаров, работ и услуг для государственных нужд;188;07;05;4280100;200;113,5;;
Иные закупки товаров, работ и услуг для государственных нужд;188;07;05;4280100;240;113,5;;
Прочая закупка товаров, работ и услуг для государственных нужд;188;07;05;4280100;244;113,5;;
Выплата единовременного (выходного) пособия при увольнении военнослужащих и сотрудников правоохранительных органов;188;07;05;4288700;;3 924,8;1 574,8;1 574,8
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;05;4288700;100;3 924,8;1 574,8;1 574,8
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;4288700;130;3 924,8;1 574,8;1 574,8
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;05;4288700;133;3 924,8;1 574,8;1 574,8
Ежемесячная денежная компенсация за наем (поднаем) жилых помещений;188;07;05;4288800;;266,6;35,6;35,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;05;4288800;100;266,6;35,6;35,6
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;4288800;130;266,6;35,6;35,6
Иные выплаты персоналу, за исключением денежного довольствия;188;07;05;4288800;134;266,6;35,6;35,6
Обеспечение деятельности (оказание услуг) подведомственных учреждений;188;07;05;4289900;;962 021,2;1 183 561,8;1 188 209,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;05;4289900;100;581 006,7;815 261,3;816 020,8
Расходы на выплаты персоналу казенных учреждений;188;07;05;4289900;110;171 277,3;178 013,7;178 013,7
Фонд оплаты труда и страховые взносы;188;07;05;4289900;111;170 360,0;176 764,8;176 764,8
Иные выплаты персоналу, за исключением фонда оплаты труда;188;07;05;4289900;112;917,3;1 248,9;1 248,9
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;4289900;130;409 729,4;637 247,6;638 007,1
Денежное довольствие военнослужащих и приравненных к ним лиц;188;07;05;4289900;131;367 408,4;594 344,0;594 344,0
Иные выплаты персоналу, за исключением денежного довольствия;188;07;05;4289900;134;42 321,0;42 903,6;43 663,1
Закупка товаров, работ и услуг для государственных нужд;188;07;05;4289900;200;378 741,0;366 027,0;369 914,7
Закупка товаров, работ и услуг для обеспечения специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечения органов в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;4289900;220;13 734,1;13 321,2;13 356,8
Обеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа;188;07;05;4289900;222;9 967,3;9 517,3;9 517,3
Вещевое обеспечение в рамках государственного оборонного заказа;188;07;05;4289900;225;3 674,8;3 711,9;3 747,5
Вещевое обеспечение вне рамок государственного оборонного заказа;188;07;05;4289900;226;92,0;92,0;92,0
Иные закупки товаров, работ и услуг для государственных нужд;188;07;05;4289900;240;365 006,9;352 705,8;356 557,9
Закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий;188;07;05;4289900;242;8 370,0;;
Закупка товаров, работ, услуг в целях капитального ремонта государственного имущества;188;07;05;4289900;243;74 202,7;74 202,7;74 202,7
Прочая закупка товаров, работ и услуг для государственных нужд;188;07;05;4289900;244;282 434,2;278 503,1;282 355,2
Иные бюджетные ассигнования;188;07;05;4289900;800;2 273,5;2 273,5;2 273,5
Исполнение судебных актов;188;07;05;4289900;830;800,0;800,0;800,0
Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействия) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деятельности казенных учреждений;188;07;05;4289900;831;800,0;800,0;800,0
Уплата налогов, сборов и иных платежей;188;07;05;4289900;850;1 473,5;1 473,5;1 473,5
Уплата прочих налогов, сборов и иных платежей;188;07;05;4289900;852;1 473,5;1 473,5;1 473,5
Социальная помощь;188;07;05;5050000;;4 825,6;3 150,6;3 157,2
"Федеральный закон от 19 мая 1995 года № 81-ФЗ ""О государственных пособиях гражданам, имеющим детей""";188;07;05;5050500;;4 825,6;3 150,6;3 157,2
Пособие по беременности и родам;188;07;05;5050510;;1 492,6;1 492,6;1 492,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;05;5050510;100;1 492,6;1 492,6;1 492,6
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;5050510;130;1 492,6;1 492,6;1 492,6
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;05;5050510;133;1 492,6;1 492,6;1 492,6
Единовременное пособие женщинам, вставшим на учет в медицинских учреждениях в ранние сроки беременности;188;07;05;5050511;;4,9;4,9;5,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;05;5050511;100;4,9;4,9;5,1
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;5050511;130;4,9;4,9;5,1
Иные выплаты персоналу, за исключением денежного довольствия;188;07;05;5050511;134;4,9;4,9;5,1
Единовременное пособие при рождении ребенка;188;07;05;5050512;;128,1;128,1;134,5
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;05;5050512;100;128,1;128,1;134,5
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;5050512;130;128,1;128,1;134,5
Иные выплаты персоналу, за исключением денежного довольствия;188;07;05;5050512;134;128,1;128,1;134,5
Ежемесячное пособие по уходу за ребенком;188;07;05;5050513;;3 200,0;1 525,0;1 525,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;05;5050513;100;3 200,0;1 525,0;1 525,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;05;5050513;130;3 200,0;1 525,0;1 525,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;05;5050513;133;3 200,0;1 525,0;1 525,0
Высшее и послевузовское профессиональное образование;188;07;06;;;24 647 726,3;24 906 184,2;25 054 484,4
Бюджетные инвестиции в объекты капитального строительства, не включенные в целевые программы;188;07;06;1020000;;1 264 146,8;526 004,0;526 004,0
Строительство специальных и военных объектов;188;07;06;1020300;;1 264 146,8;526 004,0;526 004,0
Бюджетные инвестиции;188;07;06;1020300;400;1 264 146,8;526 004,0;526 004,0
Бюджетные инвестиции в объекты государственной собственности федеральным государственным учреждениям;188;07;06;1020300;410;1 264 146,8;526 004,0;526 004,0
Бюджетные инвестиции в объекты государственной собственности казенным учреждениям в рамках государственного оборонного заказа;188;07;06;1020300;412;1 264 146,8;526 004,0;526 004,0
Высшие учебные заведения;188;07;06;4300000;;23 240 168,6;24 236 324,7;24 384 074,9
Выплата денежных средств военнослужащим, сотрудникам федеральных органов исполнительной власти для оплаты стоимости путевок для их детей в организации отдыха и оздоровления детей, открытые в установленном порядке на территории Российской Федерации;188;07;06;4307000;;37,8;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4307000;100;37,8;;
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4307000;130;37,8;;
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;4307000;134;37,8;;
Возмещение учреждениям государственной и муниципальной систем здравоохранения расходов на оказание медицинской помощи военнослужащим, гражданам, призванным на военные сборы, сотрудникам органов внутренних дел Российской Федерации, государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий, уголовно-исполнительной системы, таможенных органов и лицам начальствующего состава федеральной фельдъегерской связи;188;07;06;4307100;;2 606,1;2 606,1;2 606,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4307100;100;2 606,1;2 606,1;2 606,1
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4307100;130;2 606,1;2 606,1;2 606,1
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;4307100;134;2 606,1;2 606,1;2 606,1
Пособие на обзаведение имуществом первой необходимости;188;07;06;4307400;;1 004,3;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4307400;100;1 004,3;;
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4307400;130;1 004,3;;
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;06;4307400;133;1 004,3;;
"Социальные выплаты, установленные Законом Российской Федерации от 10 июля 1992 года № 3266-I ""Об образовании""";188;07;06;4308600;;1 490,5;1 300,0;1 300,0
Выплата ежемесячной денежной компенсации педагогическим работникам федеральных государственных образовательных учреждений в целях содействия их обеспечению книгоиздательской продукцией и периодическими изданиями;188;07;06;4308601;;1 490,5;1 300,0;1 300,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4308601;100;1 490,5;1 300,0;1 300,0
Расходы на выплаты персоналу казенных учреждений;188;07;06;4308601;110;370,1;500,0;500,0
Иные выплаты персоналу, за исключением фонда оплаты труда;188;07;06;4308601;112;370,1;500,0;500,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4308601;130;1 120,4;800,0;800,0
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;4308601;134;1 120,4;800,0;800,0
Выплата единовременного (выходного) пособия при увольнении военнослужащих и сотрудников правоохранительных органов;188;07;06;4308700;;145 820,0;147 405,8;147 405,8
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4308700;100;145 820,0;147 405,8;147 405,8
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4308700;130;145 820,0;147 405,8;147 405,8
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;06;4308700;133;145 820,0;147 405,8;147 405,8
Ежемесячная денежная компенсация за наем (поднаем) жилых помещений;188;07;06;4308800;;87 134,0;73 004,0;71 004,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4308800;100;87 134,0;73 004,0;71 004,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4308800;130;87 134,0;73 004,0;71 004,0
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;4308800;134;87 134,0;73 004,0;71 004,0
Предоставление путевок (пособий) на санаторно-курортное лечение и (или) денежной компенсации;188;07;06;4308900;;27,0;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4308900;100;27,0;;
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4308900;130;27,0;;
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;4308900;134;27,0;;
Обеспечение деятельности (оказание услуг) подведомственных учреждений;188;07;06;4309900;;23 002 048,9;24 012 008,8;24 161 759,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;4309900;100;18 484 922,3;19 691 549,9;19 702 110,7
Расходы на выплаты персоналу казенных учреждений;188;07;06;4309900;110;2 233 623,7;2 385 019,9;2 388 019,9
Фонд оплаты труда и страховые взносы;188;07;06;4309900;111;2 199 835,5;2 351 651,7;2 351 651,7
Иные выплаты персоналу, за исключением фонда оплаты труда;188;07;06;4309900;112;33 788,2;33 368,2;36 368,2
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4309900;130;16 251 298,6;17 306 530,0;17 314 090,8
Денежное довольствие военнослужащих и приравненных к ним лиц;188;07;06;4309900;131;15 852 048,2;16 844 806,2;16 844 806,2
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;06;4309900;133;119,6;;
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;4309900;134;399 130,8;461 723,8;469 284,6
Закупка товаров, работ и услуг для государственных нужд;188;07;06;4309900;200;4 483 003,1;4 291 680,4;4 430 869,8
Закупка товаров, работ и услуг для обеспечения специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечения органов в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;4309900;220;1 123 478,9;1 187 739,6;1 236 464,6
Обеспечение специальным топливом и горюче-смазочными материалами в рамках государственного оборонного заказа;188;07;06;4309900;221;20 600,0;20 600,0;20 600,0
Обеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа;188;07;06;4309900;222;68 640,6;68 640,6;68 640,6
Продовольственное обеспечение в рамках государственного оборонного заказа;188;07;06;4309900;223;666 206,7;703 948,1;740 145,5
Продовольственное обеспечение вне рамок государственного оборонного заказа;188;07;06;4309900;224;6 780,0;7 537,9;8 264,8
Вещевое обеспечение в рамках государственного оборонного заказа;188;07;06;4309900;225;330 235,8;356 303,8;371 919,0
Вещевое обеспечение вне рамок государственного оборонного заказа;188;07;06;4309900;226;31 015,8;30 709,2;26 894,7
Иные закупки товаров, работ и услуг для государственных нужд;188;07;06;4309900;240;3 359 524,2;3 103 940,8;3 194 405,2
Закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий;188;07;06;4309900;242;123 580,0;13 090,8;13 090,8
Закупка товаров, работ, услуг в целях капитального ремонта государственного имущества;188;07;06;4309900;243;585 358,4;481 858,4;501 858,4
Прочая закупка товаров, работ и услуг для государственных нужд;188;07;06;4309900;244;2 650 585,8;2 608 991,6;2 679 456,0
Социальное обеспечение и иные выплаты населению;188;07;06;4309900;300;12 465,0;7 920,0;7 920,0
Стипендии;188;07;06;4309900;340;12 465,0;7 920,0;7 920,0
Иные бюджетные ассигнования;188;07;06;4309900;800;21 658,5;20 858,5;20 858,5
Исполнение судебных актов;188;07;06;4309900;830;2 600,0;2 500,0;2 500,0
Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействия) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деятельности казенных учреждений;188;07;06;4309900;831;2 600,0;2 500,0;2 500,0
Уплата налогов, сборов и иных платежей;188;07;06;4309900;850;19 058,5;18 358,5;18 358,5
Уплата налога на имущество организаций и земельного налога;188;07;06;4309900;851;500,0;;
Уплата прочих налогов, сборов и иных платежей;188;07;06;4309900;852;18 558,5;18 358,5;18 358,5
Социальная помощь;188;07;06;5050000;;133 091,3;133 805,5;134 355,5
"Федеральный закон от 19 мая 1995 года № 81-ФЗ ""О государственных пособиях гражданам, имеющим детей""";188;07;06;5050500;;125 244,8;129 585,4;130 135,4
Пособие по беременности и родам;188;07;06;5050510;;53 945,4;58 445,4;58 445,4
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;5050510;100;53 945,4;58 445,4;58 445,4
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;5050510;130;53 945,4;58 445,4;58 445,4
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;06;5050510;133;53 945,4;58 445,4;58 445,4
Единовременное пособие женщинам, вставшим на учет в медицинских учреждениях в ранние сроки беременности;188;07;06;5050511;;136,2;103,2;105,9
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;5050511;100;136,2;103,2;105,9
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;5050511;130;136,2;103,2;105,9
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;5050511;134;136,2;103,2;105,9
Единовременное пособие при рождении ребенка;188;07;06;5050512;;12 746,8;12 746,8;13 294,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;5050512;100;12 746,8;12 746,8;13 294,1
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;5050512;130;12 746,8;12 746,8;13 294,1
Иные выплаты персоналу, за исключением денежного довольствия;188;07;06;5050512;134;12 746,8;12 746,8;13 294,1
Ежемесячное пособие по уходу за ребенком;188;07;06;5050513;;58 416,4;58 290,0;58 290,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;5050513;100;58 416,4;58 290,0;58 290,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;07;06;5050513;130;58 416,4;58 290,0;58 290,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;07;06;5050513;133;58 416,4;58 290,0;58 290,0
"Закон Российской Федерации от 19 февраля 1993 года № 4520-I ""О государственных гарантиях и компенсациях для лиц, работающих и проживающих в районах Крайнего Севера и приравненных к ним местностях""";188;07;06;5051000;;1 220,1;1 220,1;1 220,1
Компенсация расходов на оплату стоимости проезда и провоза багажа к месту использования отпуска и обратно лицам, работающим в организациях, финансируемых из федерального бюджета, расположенных в районах Крайнего Севера и приравненных к ним местностях;188;07;06;5051002;;1 220,1;1 220,1;1 220,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;5051002;100;1 220,1;1 220,1;1 220,1
Расходы на выплаты персоналу казенных учреждений;188;07;06;5051002;110;1 220,1;1 220,1;1 220,1
Иные выплаты персоналу, за исключением фонда оплаты труда;188;07;06;5051002;112;1 220,1;1 220,1;1 220,1
"Федеральный закон от 21 декабря 1996 года № 159-ФЗ ""О дополнительных гарантиях по социальной поддержке детей-сирот и детей, оставшихся без попечения родителей""";188;07;06;5052100;;6 626,4;3 000,0;3 000,0
Социальное обеспечение детей-сирот и детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей, обучающихся в государственных образовательных учреждениях начального, среднего профессионального образования и высшего профессионального образования;188;07;06;5052103;;6 626,4;3 000,0;3 000,0
Социальное обеспечение и иные выплаты населению;188;07;06;5052103;300;6 626,4;3 000,0;3 000,0
Социальные выплаты гражданам, кроме публичных нормативных социальных выплат;188;07;06;5052103;320;6 626,4;3 000,0;3 000,0
Пособия и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обязательств;188;07;06;5052103;321;6 626,4;3 000,0;3 000,0
Реализация государственных функций в области социальной политики;188;07;06;5140000;;10 319,6;10 050,0;10 050,0
"Федеральный закон от 27 мая 1998 года № 76-ФЗ ""О статусе военнослужащих""";188;07;06;5142200;;10 269,6;10 000,0;10 000,0
Выплаты военнослужащим-гражданам на содержание детей (лиц, находящихся на иждивении), посещающих государственные, муниципальные и негосударственные дошкольные образовательные учреждения;188;07;06;5142203;;144,6;;
Социальное обеспечение и иные выплаты населению;188;07;06;5142203;300;144,6;;
Социальные выплаты гражданам, кроме публичных нормативных социальных выплат;188;07;06;5142203;320;144,6;;
Пособия и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обязательств;188;07;06;5142203;321;144,6;;
Подъемное пособие при переезде военнослужащим, проходящим военную службу по контракту, на новое место военной службы в другой населенный пункт, в том числе на территорию или с территории иностранного государства, в связи с назначением на воинскую должность, зачислением в военное образовательное учреждение профессионального образования, срок обучения в котором более одного года, или в связи с передислокацией воинской части;188;07;06;5142204;;10 125,0;10 000,0;10 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;07;06;5142204;100;10 125,0;10 000,0;10 000,0
